Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,25,75,Somewhat important,50,50,80,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.143,0,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,50,50,60,75,NA,NA,NA,NA,E6830473A9C64C479B52804AD4CAF85A,019e1803-00e4-7200-832e-1b3ecc96a247,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1,05/11/2026 11:08:30 AM,05/11/2026 11:15:18 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Married,Independent,Prefer not to say,Woman,United States,"$150,000-$174,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Prosecuting journalists for unfair news coverage,50,0,Very important,100,50,36,0,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.722,0,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,50,35,0,NA,NA,NA,NA,B4C98C85F2CE44B0803EFF51E87FBF73,019e1806-89b6-71ea-b2cf-17bf68b30596,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,1,05/11/2026 11:12:22 AM,05/11/2026 11:15:37 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,45,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,1,64,Very important,61,50,45,71,100,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.701,0,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,61,50,45,72,NA,NA,NA,NA,NA,NA,NA,NA,1C1E98705A844DFE8E6733485B786E22,019e1800-f5eb-7053-a0ff-0d2bef53cf74,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,0,05/11/2026 11:06:16 AM,05/11/2026 11:15:45 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,26,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,40,40,Somewhat important,50,50,50,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.379,0,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,7AB610581F6B453A871384C2D74728B3,019e1805-52df-76c6-afb4-b9f15c635bfa,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,05/11/2026 11:11:02 AM,05/11/2026 11:15:54 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,31,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,"Science, Technology, Engineering & Mathematics",Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",An ethnicity not listed here,Unemployed
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,36,71,Very important,22,5,36,73,64,Yes,No,0,0,25.426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,60,0,38,77,NA,NA,NA,NA,A5CC52B218E5404CB2D501A1AE63F95A,019e1803-8ea6-74b0-83f7-321cc177c047,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,05/11/2026 11:09:06 AM,05/11/2026 11:16:07 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Banning political rallies,30,40,Important,60,50,65,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275,40.074,41.558,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Comfortable,Comfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,63,50,56,92,NA,NA,NA,NA,D62F5F78364F4EB0B6016C4B37060937,019e1804-abd3-73d4-8a60-82de56fb9fd6,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,rallies,1,05/11/2026 11:10:19 AM,05/11/2026 11:16:12 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,23,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",Other,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,50,50,Somewhat important,41,50,43,59,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.057,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,54,50,46,54,EEA66140B8454B71A7D2A2DE7ED152BA,019e1804-6c06-79ce-8ffd-b8943a540d1b,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,2,05/11/2026 11:10:03 AM,05/11/2026 11:16:20 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,46,"Some college, but no degree",Female,Retail,I’d Rather Not Say,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Prosecuting journalists for unfair news coverage,32,56,Very important,53,50,20,59,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.585,0,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,62,50,38,71,NA,NA,NA,NA,9AF60E800E2F44C3887844833086DD04,019e1805-fc0d-7a0a-bb75-89f5e7d319da,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,media,1,05/11/2026 11:11:45 AM,05/11/2026 11:16:25 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,35,"Some college, but no degree",Female,"Science, Technology, Engineering & Mathematics",NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,32,50,Somewhat important,51,0,67,50,64,Yes,No,5.107,99.65,100.597,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,63,NA,74,82,NA,NA,NA,NA,1C5ABEB0363B4283B66630130269BA4E,019e17fe-768e-758c-868a-7cea7fa03787,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,05/11/2026 11:03:33 AM,05/11/2026 11:16:30 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,0,5,Important,9,50,60,85,64,Yes,No,NA,NA,NA,NA,0,0,52.027,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,100,50,15,100,1A8CD277EE374907A48DB2469B9443F8,019e17f9-8c38-7a12-aeb6-d6c887990d9a,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,05/11/2026 10:58:10 AM,05/11/2026 11:16:31 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,32,"Associate degree (for example: AA, AS)",Male,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Non-binary,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,13,65,Somewhat important,62,50,62,42,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.055,9.44,12.501,3,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,62,50,66,88,A2000B1197614B54B735FD6B6CF43B7C,019e1807-2abe-774c-8a5d-c88109c2450c,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,05/11/2026 11:13:03 AM,05/11/2026 11:16:29 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,20,High school graduate - high school diploma or the equivalent (for example: GED),Male,Marketing and Sales,Single,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Man,United States,Prefer not to say,An ethnicity not listed here,Student
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,72,61,Somewhat important,69,52,80,64,64,Yes,No,NA,NA,NA,NA,0,0,12.737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Somewhat comfortable,Likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,72,75,72,75,NA,NA,NA,NA,A16A2370030A4875BEE3BAB9B1772CAC,019e1802-ee26-7dae-8d6b-131043422d0e,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,1,05/11/2026 11:08:25 AM,05/11/2026 11:16:41 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,NA,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,1,39,Important,50,50,13,52,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.674,20.863,30.75,5,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,50,50,19,50,NA,NA,NA,NA,NA,NA,NA,NA,59F59ADF40484B5E96D0D3FE3A8C7ADE,019e1806-5831-7b8f-8a3d-0f7c090866e4,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/11/2026 11:12:09 AM,05/11/2026 11:16:46 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,26,"Some college, but no degree",Female,I’d Rather Not Say,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,46,59,Neither important nor unimportant,12,44,65,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.485,28.783,44.899,2,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,68,53,63,94,0717B81DD1304615A835744FC76217AA,019e1804-9816-704d-af8e-d81eec362c7d,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,05/11/2026 11:10:14 AM,05/11/2026 11:16:48 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Some college, but no degree",Female,Retail,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,4,11,Very important,12,54,29,74,64,Yes,No,0,0,33.848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Somewhat unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,53,50,52,88,63839E737CA3495587124E97F9BF8973,019e1805-994b-74e3-bf18-e38a6a742a91,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,3,05/11/2026 11:11:20 AM,05/11/2026 11:16:48 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,28,"Associate degree (for example: AA, AS)",Male,Medicine,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,0,100,Very important,50,50,30,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.343,0,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,50,30,60,NA,NA,NA,NA,NA,NA,NA,NA,32CF00ADB1FB42ABA6ECDFD8C63BF3F7,019e1808-1792-765b-b11f-8e6d3dd5a487,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,0,05/11/2026 11:14:04 AM,05/11/2026 11:17:01 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$225,000-$249,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Directing law enforcement to investigate politicians of the opposing party,91,26,Somewhat important,73,0,96,30,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,71,0,95,32,NA,NA,NA,NA,NA,NA,NA,NA,D97AC09DC37641E181B59192611BB132,019e17fc-7f40-7864-b634-f15a59308f80,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,investigate,0,05/11/2026 11:01:24 AM,05/11/2026 11:17:20 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,22,High school graduate - high school diploma or the equivalent (for example: GED),Male,NA,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,NA,White,NA
"Yes, I consent to participate.",Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Important,50,50,50,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.721,22.721,23.926,1,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,50,50,50,60,NA,NA,NA,NA,NA,NA,NA,NA,3EFE9A331E6B4EC2BA8AB84C72D42F12,019e17fa-c9bb-716b-8932-b6b17487ed2e,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,0,05/11/2026 10:59:32 AM,05/11/2026 11:17:17 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Information Technology,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,80,Very important,50,50,41,28,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.36,0,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,64,50,56,91,DF8EE2E2C5BA4E07BAF3D532CAADE04D,019e1808-7457-72da-807c-23433a483f9f,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,05/11/2026 11:14:27 AM,05/11/2026 11:17:13 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,36,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,34,81,Important,74,50,31,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,73,50,31,50,NA,NA,NA,NA,NA,NA,NA,NA,9A86A88B229145CA9943EAA00F48703F,019e1805-c918-7cdc-b649-9c144a8ba57c,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,0,05/11/2026 11:11:32 AM,05/11/2026 11:17:14 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,34,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,1,8,Neither important nor unimportant,50,50,64,86,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.455,68.971,94.411,2,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,63,NA,68,91,NA,NA,NA,NA,5A4271B5E62442DF849626E815631C7D,019e17f7-e341-7077-a58b-58fa9ef669b7,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1,05/11/2026 10:56:22 AM,05/11/2026 11:17:28 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Some college, but no degree",Male,Hospitality & Tourism,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,6,25,Important,49,50,51,49,64,Yes,Yes,NA,NA,NA,NA,0,0,6.592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,60,50,60,90,NA,NA,NA,NA,CA9F7F75F27D4E148F6BBBDC07856044,019e17f9-9004-7d75-a138-b5765b521baf,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,05/11/2026 10:58:11 AM,05/11/2026 11:17:42 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,36,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$175,000-$199,999",White,Full-time
